page_id,access_count,classification,target_node,result
4278,169,cold,1,simulated
4279,161,hot,0,simulated
4280,168,hot,0,simulated
4281,166,hot,0,simulated
4282,153,hot,0,simulated
4283,159,hot,0,simulated
4284,157,cold,1,simulated
4285,166,hot,0,simulated
4286,159,hot,0,simulated
4287,152,hot,0,simulated
4288,161,hot,0,simulated
4289,174,hot,0,simulated
4290,158,cold,1,simulated
4291,126,cold,1,simulated
4292,164,cold,1,simulated
4293,143,hot,0,simulated
4294,181,cold,1,simulated
4295,149,hot,0,simulated
4296,167,hot,0,simulated
4297,140,hot,0,simulated
4298,156,hot,0,simulated
4299,147,hot,0,simulated
4300,155,hot,0,simulated
4301,172,hot,0,simulated
4302,163,hot,0,simulated
4303,164,cold,1,simulated
4304,158,cold,1,simulated
4305,156,cold,1,simulated
4306,163,hot,0,simulated
4307,194,hot,0,simulated
4308,153,cold,1,simulated
4309,159,cold,1,simulated
4310,164,hot,0,simulated
4311,167,hot,0,simulated
4312,162,hot,0,simulated
4313,137,hot,0,simulated
4314,149,hot,0,simulated
4315,155,hot,0,simulated
4316,172,cold,1,simulated
4317,158,hot,0,simulated
4318,139,hot,0,simulated
4319,144,hot,0,simulated
4320,175,hot,0,simulated
4321,149,hot,0,simulated
4322,145,hot,0,simulated
4323,174,cold,1,simulated
4324,154,hot,0,simulated
4325,153,hot,0,simulated
4326,161,cold,1,simulated
4327,138,hot,0,simulated
4328,159,hot,0,simulated
4329,176,hot,0,simulated
4330,159,hot,0,simulated
4331,151,cold,1,simulated
4332,143,hot,0,simulated
4333,151,hot,0,simulated
4334,156,cold,1,simulated
4335,163,hot,0,simulated
4336,156,cold,1,simulated
4337,146,hot,0,simulated
4338,153,hot,0,simulated
4339,184,cold,1,simulated
4340,153,cold,1,simulated
4341,168,hot,0,simulated
4342,155,cold,1,simulated
4343,153,hot,0,simulated
4344,155,hot,0,simulated
4345,176,hot,0,simulated
4346,149,hot,0,simulated
4347,166,hot,0,simulated
4348,137,hot,0,simulated
4349,171,hot,0,simulated
4350,145,cold,1,simulated
4351,173,hot,0,simulated
4352,162,hot,0,simulated
4353,157,cold,1,simulated
4354,143,cold,1,simulated
4355,170,hot,0,simulated
4356,164,hot,0,simulated
4357,160,hot,0,simulated
4358,163,hot,0,simulated
4359,166,hot,0,simulated
4360,159,cold,1,simulated
4361,151,hot,0,simulated
4362,149,hot,0,simulated
4363,155,hot,0,simulated
4364,139,cold,1,simulated
4365,152,cold,1,simulated
4366,155,cold,1,simulated
4367,154,hot,0,simulated
4368,164,cold,1,simulated
4369,169,hot,0,simulated
4370,179,hot,0,simulated
4371,154,cold,1,simulated
4372,157,hot,0,simulated
4373,171,cold,1,simulated
4374,178,hot,0,simulated
4375,150,hot,0,simulated
4376,146,hot,0,simulated
4377,141,hot,0,simulated
4378,152,hot,0,simulated
4379,166,hot,0,simulated
4380,180,hot,0,simulated
4381,167,cold,1,simulated
4382,187,cold,1,simulated
4383,168,cold,1,simulated
4384,147,hot,0,simulated
4385,160,hot,0,simulated
4386,156,hot,0,simulated
4387,149,cold,1,simulated
4388,143,hot,0,simulated
4389,163,hot,0,simulated
4390,158,hot,0,simulated
4391,166,cold,1,simulated
4392,133,cold,1,simulated
4393,149,hot,0,simulated
4394,148,hot,0,simulated
4395,143,hot,0,simulated
4396,158,hot,0,simulated
4397,160,hot,0,simulated
4398,150,hot,0,simulated
4399,155,hot,0,simulated
4400,148,hot,0,simulated
4401,155,hot,0,simulated
4402,137,cold,1,simulated
4403,160,cold,1,simulated
4404,151,hot,0,simulated
4405,150,hot,0,simulated
4406,157,cold,1,simulated
4407,158,hot,0,simulated
4408,162,hot,0,simulated
4409,143,hot,0,simulated
4410,163,cold,1,simulated
4411,136,hot,0,simulated
4412,133,hot,0,simulated
4413,163,hot,0,simulated
4414,153,cold,1,simulated
4415,157,hot,0,simulated
4416,149,cold,1,simulated
4417,154,hot,0,simulated
4418,163,hot,0,simulated
4419,175,cold,1,simulated
4420,168,hot,0,simulated
4421,166,hot,0,simulated
4422,161,hot,0,simulated
4423,160,hot,0,simulated
4424,139,hot,0,simulated
4425,170,hot,0,simulated
4426,156,hot,0,simulated
4427,135,hot,0,simulated
4428,181,hot,0,simulated
4429,166,cold,1,simulated
4430,146,cold,1,simulated
4431,136,hot,0,simulated
4432,164,hot,0,simulated
4433,147,hot,0,simulated
4434,149,hot,0,simulated
4435,148,hot,0,simulated
4436,155,hot,0,simulated
4437,150,hot,0,simulated
4438,136,hot,0,simulated
4439,141,hot,0,simulated
4440,126,hot,0,simulated
4441,153,hot,0,simulated
4442,158,hot,0,simulated
4443,156,cold,1,simulated
4444,164,cold,1,simulated
4445,149,cold,1,simulated
4446,162,hot,0,simulated
4447,164,cold,1,simulated
4448,162,hot,0,simulated
4449,160,cold,1,simulated
4450,160,hot,0,simulated
4451,165,cold,1,simulated
4452,174,hot,0,simulated
4453,157,hot,0,simulated
4454,161,cold,1,simulated
4455,144,hot,0,simulated
4456,123,hot,0,simulated
4457,189,hot,0,simulated
4458,153,hot,0,simulated
4459,150,cold,1,simulated
4460,148,cold,1,simulated
4461,149,hot,0,simulated
4462,183,hot,0,simulated
4463,153,hot,0,simulated
4464,128,hot,0,simulated
4465,157,hot,0,simulated
4466,168,hot,0,simulated
4467,160,hot,0,simulated
4468,167,hot,0,simulated
4469,158,hot,0,simulated
4470,149,cold,1,simulated
4471,158,hot,0,simulated
4472,174,cold,1,simulated
4473,164,hot,0,simulated
4474,168,hot,0,simulated
4475,145,hot,0,simulated
4476,165,cold,1,simulated
4477,141,hot,0,simulated
4478,159,hot,0,simulated
4479,162,hot,0,simulated
4480,172,cold,1,simulated
4481,176,hot,0,simulated
4482,176,hot,0,simulated
4483,161,cold,1,simulated
4484,150,hot,0,simulated
4485,161,hot,0,simulated
4486,151,cold,1,simulated
4487,170,hot,0,simulated
4488,143,hot,0,simulated
4489,148,cold,1,simulated
4490,152,hot,0,simulated
4491,177,cold,1,simulated
4492,139,cold,1,simulated
4493,132,cold,1,simulated
4494,147,hot,0,simulated
4495,155,hot,0,simulated
4496,172,hot,0,simulated
4497,148,hot,0,simulated
4498,162,cold,1,simulated
4499,163,hot,0,simulated
4500,162,hot,0,simulated
4501,162,hot,0,simulated
4502,136,cold,1,simulated
4503,165,hot,0,simulated
4504,156,cold,1,simulated
4505,152,cold,1,simulated
4506,182,hot,0,simulated
4507,153,cold,1,simulated
4508,142,hot,0,simulated
4509,161,hot,0,simulated
4510,159,hot,0,simulated
4511,169,hot,0,simulated
4512,149,hot,0,simulated
4513,161,hot,0,simulated
4514,140,cold,1,simulated
4515,179,cold,1,simulated
4516,155,hot,0,simulated
4517,164,cold,1,simulated
4518,158,hot,0,simulated
4519,160,hot,0,simulated
4520,171,hot,0,simulated
4521,146,hot,0,simulated
4522,167,cold,1,simulated
4523,169,hot,0,simulated
4524,137,cold,1,simulated
4525,147,cold,1,simulated
4526,142,hot,0,simulated
4527,175,hot,0,simulated
4528,136,hot,0,simulated
4529,149,hot,0,simulated
4530,130,cold,1,simulated
4531,162,cold,1,simulated
4532,140,cold,1,simulated
4533,159,hot,0,simulated
4534,139,hot,0,simulated
4535,159,hot,0,simulated
4536,148,hot,0,simulated
4537,157,hot,0,simulated
4538,143,cold,1,simulated
4539,161,cold,1,simulated
4540,179,hot,0,simulated
4541,146,cold,1,simulated
4542,153,hot,0,simulated
4543,162,cold,1,simulated
4544,152,cold,1,simulated
4545,184,hot,0,simulated
4546,150,hot,0,simulated
4547,144,hot,0,simulated
4548,163,hot,0,simulated
4549,168,cold,1,simulated
4550,142,hot,0,simulated
4551,156,hot,0,simulated
4552,164,hot,0,simulated
4553,137,hot,0,simulated
4554,150,cold,1,simulated
4555,136,hot,0,simulated
4556,149,cold,1,simulated
4557,145,cold,1,simulated
4558,154,hot,0,simulated
4559,129,cold,1,simulated
4560,142,hot,0,simulated
4561,150,hot,0,simulated
4562,151,hot,0,simulated
4563,169,hot,0,simulated
4564,178,cold,1,simulated
4565,141,cold,1,simulated
4566,171,hot,0,simulated
4567,142,cold,1,simulated
4568,139,hot,0,simulated
4569,160,hot,0,simulated
4570,161,cold,1,simulated
4571,149,hot,0,simulated
4572,136,hot,0,simulated
4573,157,hot,0,simulated
4574,164,hot,0,simulated
4575,171,cold,1,simulated
4576,150,hot,0,simulated
4577,164,hot,0,simulated
4578,138,cold,1,simulated
4579,165,hot,0,simulated
4580,157,hot,0,simulated
4581,138,cold,1,simulated
4582,158,cold,1,simulated
4583,153,hot,0,simulated
4584,175,hot,0,simulated
4585,146,hot,0,simulated
4586,169,cold,1,simulated
4587,154,hot,0,simulated
4588,174,hot,0,simulated
4589,154,cold,1,simulated
4590,162,cold,1,simulated
4591,165,cold,1,simulated
4592,130,hot,0,simulated
4593,157,hot,0,simulated
4594,185,hot,0,simulated
4595,153,hot,0,simulated
4596,164,hot,0,simulated
4597,168,hot,0,simulated
4598,158,cold,1,simulated
4599,176,cold,1,simulated
4600,150,hot,0,simulated
4601,141,hot,0,simulated
4602,161,cold,1,simulated
4603,149,hot,0,simulated
4604,142,hot,0,simulated
4605,158,cold,1,simulated
4606,172,cold,1,simulated
4607,166,hot,0,simulated
4608,169,hot,0,simulated
4609,176,hot,0,simulated
4610,156,hot,0,simulated
4611,164,cold,1,simulated
4612,164,hot,0,simulated
4613,167,hot,0,simulated
4614,185,cold,1,simulated
4615,160,hot,0,simulated
4616,161,hot,0,simulated
4617,167,hot,0,simulated
4618,140,hot,0,simulated
4619,152,hot,0,simulated
4620,153,hot,0,simulated
4621,147,hot,0,simulated
4622,144,hot,0,simulated
4623,173,hot,0,simulated
4624,158,hot,0,simulated
4625,161,hot,0,simulated
4626,154,hot,0,simulated
4627,159,hot,0,simulated
4628,165,hot,0,simulated
4629,153,cold,1,simulated
4630,171,hot,0,simulated
4631,165,hot,0,simulated
4632,164,hot,0,simulated
4633,158,hot,0,simulated
4634,166,hot,0,simulated
4635,140,hot,0,simulated
4636,174,hot,0,simulated
4637,172,cold,1,simulated
4638,140,hot,0,simulated
4639,171,hot,0,simulated
4640,150,hot,0,simulated
4641,152,hot,0,simulated
4642,139,hot,0,simulated
4643,157,hot,0,simulated
4644,153,cold,1,simulated
4645,156,cold,1,simulated
4646,156,cold,1,simulated
4647,180,hot,0,simulated
4648,150,hot,0,simulated
4649,147,hot,0,simulated
4650,155,hot,0,simulated
4651,176,cold,1,simulated
4652,154,hot,0,simulated
4653,144,hot,0,simulated
4654,157,hot,0,simulated
4655,161,hot,0,simulated
4656,145,hot,0,simulated
4657,163,hot,0,simulated
4658,160,hot,0,simulated
4659,162,cold,1,simulated
4660,159,cold,1,simulated
4661,158,cold,1,simulated
4662,169,cold,1,simulated
4663,145,hot,0,simulated
4664,143,cold,1,simulated
4665,140,cold,1,simulated
4666,180,hot,0,simulated
4667,143,hot,0,simulated
4668,170,hot,0,simulated
4669,152,hot,0,simulated
4670,157,hot,0,simulated
4671,144,hot,0,simulated
4672,145,hot,0,simulated
4673,151,cold,1,simulated
4674,146,hot,0,simulated
4675,124,hot,0,simulated
4676,148,hot,0,simulated
4677,152,hot,0,simulated
4678,150,cold,1,simulated
4679,170,cold,1,simulated
4680,150,cold,1,simulated
4681,130,hot,0,simulated
4682,159,cold,1,simulated
4683,155,hot,0,simulated
4684,168,cold,1,simulated
4685,151,hot,0,simulated
4686,167,hot,0,simulated
4687,173,hot,0,simulated
4688,146,hot,0,simulated
4689,136,hot,0,simulated
4690,177,hot,0,simulated
4691,156,hot,0,simulated
4692,163,hot,0,simulated
4693,179,hot,0,simulated
4694,149,cold,1,simulated
4695,163,hot,0,simulated
4696,154,hot,0,simulated
4697,159,hot,0,simulated
4698,138,hot,0,simulated
4699,166,hot,0,simulated
4700,166,hot,0,simulated
4701,140,hot,0,simulated
4702,166,hot,0,simulated
4703,149,hot,0,simulated
4704,144,cold,1,simulated
4705,140,cold,1,simulated
4706,145,hot,0,simulated
4707,172,hot,0,simulated
4708,145,hot,0,simulated
4709,157,hot,0,simulated
4710,161,hot,0,simulated
4711,151,cold,1,simulated
4712,170,hot,0,simulated
4713,166,hot,0,simulated
4714,156,hot,0,simulated
4715,165,cold,1,simulated
4716,165,hot,0,simulated
4717,158,hot,0,simulated
4718,151,hot,0,simulated
4719,152,hot,0,simulated
4720,151,cold,1,simulated
4721,194,hot,0,simulated
4722,167,cold,1,simulated
4723,154,hot,0,simulated
4724,157,cold,1,simulated
4725,178,hot,0,simulated
4726,161,hot,0,simulated
4727,158,hot,0,simulated
4728,159,hot,0,simulated
4729,162,hot,0,simulated
4730,157,cold,1,simulated
4731,167,cold,1,simulated
4732,147,hot,0,simulated
4733,151,hot,0,simulated
4734,148,hot,0,simulated
4735,155,hot,0,simulated
4736,129,hot,0,simulated
4737,167,hot,0,simulated
4738,146,hot,0,simulated
4739,152,hot,0,simulated
4740,152,cold,1,simulated
4741,168,hot,0,simulated
4742,169,cold,1,simulated
4743,155,hot,0,simulated
4744,155,hot,0,simulated
4745,175,cold,1,simulated
4746,150,cold,1,simulated
4747,151,hot,0,simulated
4748,148,hot,0,simulated
4749,163,hot,0,simulated
4750,154,hot,0,simulated
4751,178,hot,0,simulated
4752,143,cold,1,simulated
4753,159,hot,0,simulated
4754,168,hot,0,simulated
4755,179,hot,0,simulated
4756,150,hot,0,simulated
4757,144,cold,1,simulated
4758,166,hot,0,simulated
4759,177,cold,1,simulated
4760,164,hot,0,simulated
4761,162,hot,0,simulated
4762,161,hot,0,simulated
4763,158,cold,1,simulated
4764,165,hot,0,simulated
4765,160,hot,0,simulated
4766,164,hot,0,simulated
4767,153,hot,0,simulated
4768,141,hot,0,simulated
4769,148,hot,0,simulated
4770,157,cold,1,simulated
4771,150,hot,0,simulated
4772,156,hot,0,simulated
4773,182,cold,1,simulated
4774,152,hot,0,simulated
4775,153,hot,0,simulated
4776,158,cold,1,simulated
4777,178,hot,0,simulated
4778,140,hot,0,simulated
4779,174,hot,0,simulated
4780,135,hot,0,simulated
4781,131,cold,1,simulated
4782,152,hot,0,simulated
4783,142,cold,1,simulated
4784,141,hot,0,simulated
4785,179,hot,0,simulated
4786,144,hot,0,simulated
4787,168,hot,0,simulated
4788,168,hot,0,simulated
4789,161,hot,0,simulated
4790,174,hot,0,simulated
4791,125,cold,1,simulated
4792,138,hot,0,simulated
4793,148,hot,0,simulated
4794,153,cold,1,simulated
4795,152,hot,0,simulated
4796,147,hot,0,simulated
4797,155,hot,0,simulated
4798,149,cold,1,simulated
4799,161,hot,0,simulated
4800,158,cold,1,simulated
4801,149,cold,1,simulated
4802,198,hot,0,simulated
4803,159,hot,0,simulated
4804,167,hot,0,simulated
4805,145,cold,1,simulated
4806,172,hot,0,simulated
4807,148,cold,1,simulated
4808,155,hot,0,simulated
4809,133,hot,0,simulated
4810,160,cold,1,simulated
4811,148,hot,0,simulated
4812,158,hot,0,simulated
4813,134,hot,0,simulated
4814,151,cold,1,simulated
4815,162,hot,0,simulated
4816,135,hot,0,simulated
4817,162,hot,0,simulated
4818,152,hot,0,simulated
4819,146,hot,0,simulated
4820,162,hot,0,simulated
4821,156,cold,1,simulated
4822,161,hot,0,simulated
4823,150,cold,1,simulated
4824,152,hot,0,simulated
4825,166,cold,1,simulated
4826,165,hot,0,simulated
4827,165,hot,0,simulated
4828,187,hot,0,simulated
4829,138,cold,1,simulated
4830,152,hot,0,simulated
4831,151,hot,0,simulated
4832,152,hot,0,simulated
4833,159,hot,0,simulated
4834,147,hot,0,simulated
4835,154,cold,1,simulated
4836,152,hot,0,simulated
4837,176,cold,1,simulated
4838,159,hot,0,simulated
4839,160,hot,0,simulated
4840,162,hot,0,simulated
4841,165,hot,0,simulated
4842,160,hot,0,simulated
4843,152,cold,1,simulated
4844,146,hot,0,simulated
4845,141,hot,0,simulated
4846,168,cold,1,simulated
4847,170,hot,0,simulated
4848,155,hot,0,simulated
4849,146,hot,0,simulated
4850,165,hot,0,simulated
4851,151,cold,1,simulated
4852,164,hot,0,simulated
4853,159,cold,1,simulated
4854,145,hot,0,simulated
4855,173,hot,0,simulated
4856,161,hot,0,simulated
4857,157,cold,1,simulated
4858,158,hot,0,simulated
4859,155,hot,0,simulated
4860,147,cold,1,simulated
4861,151,cold,1,simulated
4862,147,hot,0,simulated
4863,154,hot,0,simulated
4864,160,hot,0,simulated
4865,158,hot,0,simulated
4866,159,hot,0,simulated
4867,179,hot,0,simulated
4868,146,hot,0,simulated
4869,139,hot,0,simulated
4870,132,hot,0,simulated
4871,168,hot,0,simulated
4872,161,hot,0,simulated
4873,164,hot,0,simulated
4874,160,cold,1,simulated
4875,157,hot,0,simulated
4876,141,cold,1,simulated
4877,182,hot,0,simulated
4878,141,hot,0,simulated
4879,147,hot,0,simulated
4880,160,hot,0,simulated
4881,162,hot,0,simulated
4882,156,hot,0,simulated
4883,167,cold,1,simulated
4884,178,hot,0,simulated
4885,124,cold,1,simulated
4886,162,hot,0,simulated
4887,153,hot,0,simulated
4888,167,hot,0,simulated
4889,162,hot,0,simulated
4890,158,hot,0,simulated
4891,158,hot,0,simulated
4892,143,hot,0,simulated
4893,154,cold,1,simulated
4894,171,cold,1,simulated
4895,181,hot,0,simulated
4896,160,hot,0,simulated
4897,174,cold,1,simulated
4898,152,hot,0,simulated
4899,154,hot,0,simulated
4900,163,hot,0,simulated
4901,153,hot,0,simulated
4902,156,hot,0,simulated
4903,159,hot,0,simulated
4904,151,hot,0,simulated
4905,160,cold,1,simulated
4906,140,cold,1,simulated
4907,155,hot,0,simulated
4908,155,cold,1,simulated
4909,197,hot,0,simulated
4910,178,hot,0,simulated
4911,172,hot,0,simulated
4912,141,hot,0,simulated
4913,181,cold,1,simulated
4914,138,hot,0,simulated
4915,154,cold,1,simulated
4916,152,hot,0,simulated
4917,147,hot,0,simulated
4918,154,hot,0,simulated
4919,161,hot,0,simulated
4920,174,hot,0,simulated
4921,169,cold,1,simulated
4922,160,hot,0,simulated
4923,134,hot,0,simulated
4924,162,cold,1,simulated
4925,148,cold,1,simulated
4926,153,hot,0,simulated
4927,148,hot,0,simulated
4928,158,cold,1,simulated
4929,153,hot,0,simulated
4930,150,hot,0,simulated
4931,160,hot,0,simulated
4932,146,hot,0,simulated
4933,150,cold,1,simulated
4934,161,hot,0,simulated
4935,162,hot,0,simulated
4936,186,hot,0,simulated
4937,154,hot,0,simulated
4938,148,cold,1,simulated
4939,155,hot,0,simulated
4940,164,hot,0,simulated
4941,140,hot,0,simulated
4942,157,hot,0,simulated
4943,167,hot,0,simulated
4944,153,cold,1,simulated
4945,173,hot,0,simulated
4946,162,hot,0,simulated
4947,152,hot,0,simulated
4948,152,hot,0,simulated
4949,175,hot,0,simulated
4950,163,hot,0,simulated
4951,158,cold,1,simulated
4952,146,hot,0,simulated
4953,168,hot,0,simulated
4954,156,hot,0,simulated
4955,159,hot,0,simulated
4956,148,hot,0,simulated
4957,136,hot,0,simulated
4958,158,hot,0,simulated
4959,159,hot,0,simulated
4960,145,cold,1,simulated
4961,144,hot,0,simulated
4962,162,hot,0,simulated
4963,163,cold,1,simulated
4964,150,hot,0,simulated
4965,168,hot,0,simulated
4966,151,hot,0,simulated
4967,143,hot,0,simulated
4968,176,cold,1,simulated
4969,175,hot,0,simulated
4970,149,cold,1,simulated
4971,153,hot,0,simulated
4972,145,hot,0,simulated
4973,139,hot,0,simulated
4974,171,hot,0,simulated
4975,165,hot,0,simulated
4976,149,cold,1,simulated
4977,151,cold,1,simulated
4978,153,cold,1,simulated
4979,139,hot,0,simulated
4980,184,hot,0,simulated
4981,155,cold,1,simulated
4982,154,hot,0,simulated
4983,166,cold,1,simulated
4984,156,hot,0,simulated
4985,147,cold,1,simulated
4986,156,hot,0,simulated
4987,170,hot,0,simulated
4988,157,cold,1,simulated
4989,162,cold,1,simulated
4990,155,hot,0,simulated
4991,159,cold,1,simulated
4992,148,hot,0,simulated
4993,148,hot,0,simulated
4994,146,hot,0,simulated
4995,169,cold,1,simulated
4996,152,hot,0,simulated
4997,161,cold,1,simulated
4998,160,hot,0,simulated
4999,160,hot,0,simulated
5000,160,cold,1,simulated
5001,143,hot,0,simulated
5002,144,hot,0,simulated
5003,164,hot,0,simulated
5004,144,hot,0,simulated
5005,136,cold,1,simulated
5006,162,hot,0,simulated
5007,158,hot,0,simulated
5008,139,hot,0,simulated
5009,155,hot,0,simulated
5010,179,hot,0,simulated
5011,176,hot,0,simulated
5012,158,hot,0,simulated
5013,177,hot,0,simulated
5014,145,hot,0,simulated
5015,158,cold,1,simulated
5016,153,hot,0,simulated
5017,150,hot,0,simulated
5018,155,cold,1,simulated
5019,140,hot,0,simulated
5020,174,cold,1,simulated
5021,142,hot,0,simulated
5022,148,cold,1,simulated
5023,148,hot,0,simulated
5024,151,hot,0,simulated
5025,156,hot,0,simulated
5026,177,hot,0,simulated
5027,155,hot,0,simulated
5028,157,hot,0,simulated
5029,140,hot,0,simulated
5030,170,hot,0,simulated
5031,143,hot,0,simulated
5032,165,cold,1,simulated
5033,149,cold,1,simulated
5034,143,hot,0,simulated
5035,161,cold,1,simulated
5036,147,hot,0,simulated
5037,157,cold,1,simulated
5038,162,hot,0,simulated
5039,143,cold,1,simulated
5040,164,hot,0,simulated
5041,148,hot,0,simulated
5042,157,hot,0,simulated
5043,149,hot,0,simulated
5044,146,hot,0,simulated
5045,167,cold,1,simulated
5046,154,hot,0,simulated
5047,150,hot,0,simulated
5048,175,hot,0,simulated
5049,164,cold,1,simulated
5050,141,cold,1,simulated
5051,139,cold,1,simulated
5052,191,hot,0,simulated
5053,151,hot,0,simulated
5054,151,hot,0,simulated
5055,151,hot,0,simulated
5056,148,hot,0,simulated
5057,151,cold,1,simulated
5058,168,hot,0,simulated
5059,154,cold,1,simulated
5060,151,hot,0,simulated
5061,150,hot,0,simulated
5062,144,hot,0,simulated
5063,156,cold,1,simulated
5064,152,hot,0,simulated
5065,163,hot,0,simulated
5066,152,hot,0,simulated
5067,165,hot,0,simulated
5068,146,hot,0,simulated
5069,144,cold,1,simulated
5070,162,cold,1,simulated
5071,162,hot,0,simulated
5072,146,hot,0,simulated
5073,155,hot,0,simulated
5074,183,hot,0,simulated
5075,165,hot,0,simulated
5076,166,hot,0,simulated
5077,146,hot,0,simulated
5078,157,hot,0,simulated
5079,130,hot,0,simulated
5080,152,cold,1,simulated
5081,141,hot,0,simulated
5082,144,cold,1,simulated
5083,170,hot,0,simulated
5084,141,hot,0,simulated
5085,152,cold,1,simulated
5086,137,hot,0,simulated
5087,173,cold,1,simulated
5088,170,cold,1,simulated
5089,161,cold,1,simulated
5090,158,hot,0,simulated
5091,127,hot,0,simulated
5092,151,hot,0,simulated
5093,140,cold,1,simulated
5094,158,hot,0,simulated
5095,154,cold,1,simulated
5096,156,hot,0,simulated
5097,163,hot,0,simulated
5098,161,hot,0,simulated
5099,157,hot,0,simulated
5100,171,hot,0,simulated
5101,167,hot,0,simulated
5102,168,hot,0,simulated
5103,158,hot,0,simulated
5104,173,cold,1,simulated
5105,164,cold,1,simulated
5106,157,hot,0,simulated
5107,165,hot,0,simulated
5108,146,hot,0,simulated
5109,163,hot,0,simulated
5110,144,hot,0,simulated
5111,152,cold,1,simulated
5112,176,hot,0,simulated
5113,152,cold,1,simulated
5114,131,cold,1,simulated
5115,161,cold,1,simulated
5116,142,hot,0,simulated
5117,162,hot,0,simulated
5118,169,cold,1,simulated
5119,164,hot,0,simulated
5120,150,hot,0,simulated
5121,194,cold,1,simulated
5122,151,cold,1,simulated
5123,159,hot,0,simulated
5124,166,hot,0,simulated
5125,168,hot,0,simulated
5126,161,cold,1,simulated
5127,155,hot,0,simulated
5128,164,cold,1,simulated
5129,155,hot,0,simulated
5130,159,cold,1,simulated
5131,166,hot,0,simulated
5132,137,hot,0,simulated
5133,136,cold,1,simulated
5134,160,hot,0,simulated
5135,142,cold,1,simulated
5136,143,cold,1,simulated
5137,148,hot,0,simulated
5138,153,hot,0,simulated
5139,158,hot,0,simulated
5140,140,hot,0,simulated
5141,149,cold,1,simulated
5142,150,cold,1,simulated
5143,155,cold,1,simulated
5144,151,hot,0,simulated
5145,138,cold,1,simulated
5146,156,hot,0,simulated
5147,151,hot,0,simulated
5148,136,hot,0,simulated
5149,165,cold,1,simulated
5150,142,hot,0,simulated
5151,153,hot,0,simulated
5152,163,hot,0,simulated
5153,165,hot,0,simulated
5154,174,hot,0,simulated
5155,167,cold,1,simulated
5156,143,hot,0,simulated
5157,168,hot,0,simulated
5158,170,hot,0,simulated
5159,148,hot,0,simulated
5160,157,hot,0,simulated
5161,161,hot,0,simulated
5162,156,cold,1,simulated
5163,159,hot,0,simulated
5164,153,hot,0,simulated
5165,144,hot,0,simulated
5166,128,hot,0,simulated
5167,137,hot,0,simulated
5168,150,hot,0,simulated
5169,164,hot,0,simulated
5170,134,cold,1,simulated
5171,130,hot,0,simulated
5172,157,hot,0,simulated
5173,166,hot,0,simulated
5174,155,cold,1,simulated
5175,162,cold,1,simulated
5176,178,hot,0,simulated
5177,175,hot,0,simulated
5178,159,hot,0,simulated
5179,154,hot,0,simulated
5180,169,hot,0,simulated
5181,152,cold,1,simulated
5182,152,hot,0,simulated
5183,154,cold,1,simulated
5184,170,hot,0,simulated
5185,139,hot,0,simulated
5186,164,cold,1,simulated
5187,160,cold,1,simulated
5188,154,cold,1,simulated
5189,145,hot,0,simulated
5190,166,hot,0,simulated
5191,163,hot,0,simulated
5192,135,hot,0,simulated
5193,171,hot,0,simulated
5194,144,cold,1,simulated
5195,149,cold,1,simulated
5196,160,hot,0,simulated
5197,170,cold,1,simulated
5198,162,hot,0,simulated
5199,169,cold,1,simulated
5200,159,cold,1,simulated
5201,154,hot,0,simulated
5202,144,cold,1,simulated
5203,176,hot,0,simulated
5204,147,hot,0,simulated
5205,157,hot,0,simulated
5206,143,hot,0,simulated
5207,145,cold,1,simulated
5208,157,hot,0,simulated
5209,163,hot,0,simulated
5210,157,cold,1,simulated
5211,167,hot,0,simulated
5212,153,hot,0,simulated
5213,157,cold,1,simulated
5214,139,cold,1,simulated
5215,148,hot,0,simulated
5216,152,hot,0,simulated
5217,147,hot,0,simulated
5218,184,hot,0,simulated
5219,129,hot,0,simulated
5220,146,hot,0,simulated
5221,162,hot,0,simulated
5222,157,hot,0,simulated
5223,171,hot,0,simulated
5224,143,hot,0,simulated
5225,161,hot,0,simulated
5226,159,hot,0,simulated
5227,173,cold,1,simulated
5228,147,hot,0,simulated
5229,162,cold,1,simulated
5230,146,hot,0,simulated
5231,147,cold,1,simulated
5232,158,hot,0,simulated
5233,152,hot,0,simulated
5234,148,hot,0,simulated
5235,180,hot,0,simulated
5236,177,hot,0,simulated
5237,133,cold,1,simulated
5238,168,cold,1,simulated
5239,150,cold,1,simulated
5240,154,hot,0,simulated
5241,157,hot,0,simulated
5242,167,hot,0,simulated
5243,155,hot,0,simulated
5244,161,hot,0,simulated
5245,151,cold,1,simulated
5246,174,cold,1,simulated
5247,143,cold,1,simulated
5248,189,cold,1,simulated
5249,153,cold,1,simulated
5250,159,hot,0,simulated
5251,157,hot,0,simulated
5252,173,cold,1,simulated
5253,156,hot,0,simulated
5254,147,hot,0,simulated
5255,140,cold,1,simulated
5256,150,cold,1,simulated
5257,146,hot,0,simulated
5258,143,hot,0,simulated
5259,145,hot,0,simulated
5260,143,hot,0,simulated
5261,132,cold,1,simulated
5262,155,hot,0,simulated
5263,152,hot,0,simulated
5264,150,hot,0,simulated
5265,152,cold,1,simulated
5266,156,hot,0,simulated
5267,151,cold,1,simulated
5268,176,hot,0,simulated
5269,168,hot,0,simulated
5270,154,cold,1,simulated
5271,147,cold,1,simulated
5272,172,hot,0,simulated
5273,164,hot,0,simulated
5274,162,cold,1,simulated
5275,162,cold,1,simulated
